ert6_an_wen
2.000
1
84
1
1
Phase	Angle
mrad
0.0	4.16
3.000	2.000	0.201	-1.504
5.000	2.000	0.207	42.674
7.000	2.000	0.202	-31.338
9.000	2.000	0.204	-3.417
11.000	2.000	0.204	-5.995
13.000	2.000	0.217	43.501
15.000	2.000	0.225	-44.664
17.000	2.000	0.207	-15.633
19.000	2.000	0.228	-10.767
21.000	2.000	0.198	89.943
23.000	2.000	0.216	3.484
25.000	2.000	0.154	189.384
27.000	2.000	0.201	-75.893
29.000	2.000	0.214	70.956
31.000	2.000	0.216	-13.591
33.000	2.000	0.214	-18.215
35.000	2.000	0.218	-52.610
37.000	2.000	0.178	-128.063
39.000	2.000	0.249	-105.490
41.000	2.000	0.210	7.324
43.000	2.000	0.281	-137.678
6.000	4.000	0.213	-1.178
8.000	4.000	0.211	-7.030
10.000	4.000	0.217	18.995
12.000	4.000	0.224	-4.043
14.000	4.000	0.207	-3.461
16.000	4.000	0.203	40.872
18.000	4.000	0.215	-0.176
20.000	4.000	0.227	-11.625
22.000	4.000	0.220	-5.432
24.000	4.000	0.216	4.531
26.000	4.000	0.210	-10.005
28.000	4.000	0.232	39.309
30.000	4.000	0.246	111.779
32.000	4.000	0.212	23.105
34.000	4.000	0.223	43.692
36.000	4.000	0.225	53.962
38.000	4.000	0.259	41.045
40.000	4.000	0.289	21.373
9.000	6.000	0.253	10.268
11.000	6.000	0.235	-2.169
13.000	6.000	0.227	19.295
15.000	6.000	0.212	17.055
17.000	6.000	0.212	-76.212
19.000	6.000	0.228	-2.311
21.000	6.000	0.239	-109.214
23.000	6.000	0.249	3.099
25.000	6.000	0.270	24.140
27.000	6.000	0.259	9.831
29.000	6.000	0.264	93.388
31.000	6.000	0.233	8.186
33.000	6.000	0.234	24.040
35.000	6.000	0.232	-103.896
37.000	6.000	0.297	-2.096
12.000	8.000	0.276	-1.819
14.000	8.000	0.252	6.784
16.000	8.000	0.238	10.354
18.000	8.000	0.244	-49.871
20.000	8.000	0.264	82.454
22.000	8.000	0.280	10.688
24.000	8.000	0.290	29.300
26.000	8.000	0.280	93.071
28.000	8.000	0.302	96.388
30.000	8.000	0.278	0.452
32.000	8.000	0.280	-8.438
34.000	8.000	0.282	6.333
15.000	10.000	0.315	2.396
17.000	10.000	0.292	5.061
19.000	10.000	0.296	-70.656
21.000	10.000	0.303	-31.920
23.000	10.000	0.327	-35.742
25.000	10.000	0.341	-12.161
27.000	10.000	0.338	-87.984
29.000	10.000	0.332	0.284
31.000	10.000	0.337	-34.869
18.000	12.000	0.385	-10.773
20.000	12.000	0.348	-279.913
22.000	12.000	0.379	8.549
24.000	12.000	0.389	18.908
26.000	12.000	0.388	25.170
28.000	12.000	0.383	21.281
21.000	14.000	0.453	84.692
23.000	14.000	0.425	20.698
25.000	14.000	0.427	28.044
0
0		
0		
