ert1_an
2.000
1
84
1
1
Phase	Angle
mrad
0.0	4.16
3.000	2.000	0.195	0.032
5.000	2.000	0.204	-21.909
7.000	2.000	0.201	-38.673
9.000	2.000	0.202	-11.941
11.000	2.000	0.197	11.820
13.000	2.000	0.208	-45.010
15.000	2.000	0.186	-50.364
17.000	2.000	0.224	-97.164
19.000	2.000	0.196	1.153
21.000	2.000	0.215	-34.974
23.000	2.000	0.196	2.433
25.000	2.000	0.208	-20.388
27.000	2.000	0.181	94.991
29.000	2.000	0.187	-16.005
31.000	2.000	0.149	-104.262
33.000	2.000	0.141	-21.018
35.000	2.000	0.157	-147.783
37.000	2.000	0.144	-31.422
39.000	2.000	0.147	4.068
41.000	2.000	0.172	-15.131
43.000	2.000	0.171	-44.212
6.000	4.000	0.197	-1.978
8.000	4.000	0.198	-7.953
10.000	4.000	0.206	145.157
12.000	4.000	0.138	265.354
14.000	4.000	0.201	-97.267
16.000	4.000	0.211	42.100
18.000	4.000	0.204	25.549
20.000	4.000	0.205	131.119
22.000	4.000	0.168	59.401
24.000	4.000	0.224	-1.571
26.000	4.000	0.223	42.752
28.000	4.000	0.192	142.147
30.000	4.000	0.165	155.720
32.000	4.000	0.182	-24.461
34.000	4.000	0.210	-111.826
36.000	4.000	0.197	48.167
38.000	4.000	0.201	-0.187
40.000	4.000	0.217	12.491
9.000	6.000	0.208	-14.073
11.000	6.000	0.210	-23.227
13.000	6.000	0.214	13.719
15.000	6.000	0.207	196.257
17.000	6.000	0.193	-34.584
19.000	6.000	0.194	-77.671
21.000	6.000	0.225	119.637
23.000	6.000	0.209	38.344
25.000	6.000	0.230	116.186
27.000	6.000	0.221	1.877
29.000	6.000	0.218	17.388
31.000	6.000	0.225	28.327
33.000	6.000	0.236	159.218
35.000	6.000	0.238	95.589
37.000	6.000	0.245	59.520
12.000	8.000	0.235	-16.453
14.000	8.000	0.241	-22.516
16.000	8.000	0.233	-2.808
18.000	8.000	0.233	-24.177
20.000	8.000	0.253	62.090
22.000	8.000	0.246	1.941
24.000	8.000	0.253	103.774
26.000	8.000	0.248	173.706
28.000	8.000	0.227	143.726
30.000	8.000	0.258	60.890
32.000	8.000	0.265	2.369
34.000	8.000	0.278	13.738
15.000	10.000	0.251	-38.633
17.000	10.000	0.310	-183.070
19.000	10.000	0.287	1.972
21.000	10.000	0.282	2.674
23.000	10.000	0.287	2.847
25.000	10.000	0.277	-40.485
27.000	10.000	0.307	74.078
29.000	10.000	0.301	42.102
31.000	10.000	0.302	84.800
18.000	12.000	0.280	241.245
20.000	12.000	0.292	264.124
22.000	12.000	0.328	-6.093
24.000	12.000	0.334	7.901
26.000	12.000	0.328	16.085
28.000	12.000	0.340	52.305
21.000	14.000	0.364	1.089
23.000	14.000	0.364	-0.966
25.000	14.000	0.370	34.745
0
0
0
0
0
