ert3_an_wen
2.000
1
84
1
1
Phase	Angle
mrad
0.0	4.16
3.000	2.000	0.327	0.499
5.000	2.000	0.215	11.569
7.000	2.000	0.212	-51.690
9.000	2.000	0.212	-26.695
11.000	2.000	0.204	18.431
13.000	2.000	0.202	19.228
15.000	2.000	0.205	-0.552
17.000	2.000	0.206	-25.429
19.000	2.000	0.183	191.569
21.000	2.000	0.201	-34.528
23.000	2.000	0.229	10.636
25.000	2.000	0.206	-28.261
27.000	2.000	0.199	-26.639
29.000	2.000	0.204	-79.411
31.000	2.000	0.207	119.514
33.000	2.000	0.222	-121.275
35.000	2.000	0.201	-53.736
37.000	2.000	0.181	-120.371
39.000	2.000	0.241	-113.304
41.000	2.000	0.232	25.481
43.000	2.000	0.242	-170.908
6.000	4.000	0.492	-1.684
8.000	4.000	0.206	2.561
10.000	4.000	0.198	88.192
12.000	4.000	0.203	24.466
14.000	4.000	0.213	-11.112
16.000	4.000	0.220	-15.889
18.000	4.000	0.212	-1.900
20.000	4.000	0.225	6.818
22.000	4.000	0.224	49.152
24.000	4.000	0.205	30.463
26.000	4.000	0.206	20.297
28.000	4.000	0.211	3.806
30.000	4.000	0.228	-12.192
32.000	4.000	0.227	-2.986
34.000	4.000	0.209	-37.073
36.000	4.000	0.210	-1.496
38.000	4.000	0.240	-2.512
40.000	4.000	0.279	4.049
9.000	6.000	0.319	-4.731
11.000	6.000	0.678	1.002
13.000	6.000	0.244	2.315
15.000	6.000	0.231	122.307
17.000	6.000	0.215	19.335
19.000	6.000	0.234	122.446
21.000	6.000	0.223	-8.883
23.000	6.000	0.225	-35.320
25.000	6.000	0.230	-5.745
27.000	6.000	0.265	0.498
29.000	6.000	0.250	0.151
31.000	6.000	0.245	19.852
33.000	6.000	0.235	22.450
35.000	6.000	0.238	68.960
37.000	6.000	0.263	35.431
12.000	8.000	0.276	-16.117
14.000	8.000	0.957	-11.814
16.000	8.000	0.355	6.870
18.000	8.000	0.253	-11.943
20.000	8.000	0.245	14.490
22.000	8.000	0.253	6.853
24.000	8.000	0.270	-6.325
26.000	8.000	0.278	2.264
28.000	8.000	0.281	92.080
30.000	8.000	0.266	27.901
32.000	8.000	0.260	29.820
34.000	8.000	0.261	21.262
15.000	10.000	0.616	3.470
17.000	10.000	0.810	44.207
19.000	10.000	0.407	11.025
21.000	10.000	0.294	-25.833
23.000	10.000	0.300	-0.838
25.000	10.000	0.328	30.747
27.000	10.000	0.316	46.178
29.000	10.000	0.314	28.337
31.000	10.000	0.320	28.386
18.000	12.000	1.107	64.555
20.000	12.000	0.707	128.032
22.000	12.000	0.408	16.168
24.000	12.000	0.372	13.694
26.000	12.000	0.355	-1.804
28.000	12.000	0.351	-13.956
21.000	14.000	1.631	-10.193
23.000	14.000	0.671	-20.967
25.000	14.000	0.495	-3.200
0
0
0
0
'
