ert8_an_wen
2.000
1
84
1
1
Phase	Angle
mrad
0.0	4.16
3.000	2.000	0.025	3.203
5.000	2.000	0.205	-69.628
7.000	2.000	0.199	-28.788
9.000	2.000	0.200	127.997
11.000	2.000	0.202	-17.582
13.000	2.000	0.190	-37.302
15.000	2.000	0.211	-25.556
17.000	2.000	0.186	0.880
19.000	2.000	0.214	-11.131
21.000	2.000	0.189	75.022
23.000	2.000	0.210	-8.451
25.000	2.000	0.190	-63.420
27.000	2.000	0.216	-65.068
29.000	2.000	0.213	36.571
31.000	2.000	0.228	-48.985
33.000	2.000	0.193	-12.266
35.000	2.000	0.198	-59.605
37.000	2.000	0.216	-87.026
39.000	2.000	0.241	-106.851
41.000	2.000	0.226	-17.797
43.000	2.000	0.306	-67.431
6.000	4.000	0.013	92.989
8.000	4.000	0.061	18.141
10.000	4.000	0.354	89.371
12.000	4.000	0.194	174.740
14.000	4.000	0.198	2.162
16.000	4.000	0.227	24.360
18.000	4.000	0.203	42.131
20.000	4.000	0.204	143.060
22.000	4.000	0.195	126.730
24.000	4.000	0.210	-20.364
26.000	4.000	0.223	-19.835
28.000	4.000	0.218	-67.305
30.000	4.000	0.224	-4.881
32.000	4.000	0.214	4.399
34.000	4.000	0.239	0.999
36.000	4.000	0.265	4.497
38.000	4.000	0.276	0.501
40.000	4.000	0.312	24.680
9.000	6.000	0.128	10.709
11.000	6.000	0.225	-10.645
13.000	6.000	0.462	7.634
15.000	6.000	0.250	149.430
17.000	6.000	0.201	34.874
19.000	6.000	0.225	118.494
21.000	6.000	0.221	-3.667
23.000	6.000	0.235	0.641
25.000	6.000	0.243	4.187
27.000	6.000	0.268	59.812
29.000	6.000	0.240	140.707
31.000	6.000	0.254	42.936
33.000	6.000	0.269	-2.100
35.000	6.000	0.296	-23.996
37.000	6.000	0.324	-9.477
12.000	8.000	0.031	-94.325
14.000	8.000	0.423	27.274
16.000	8.000	0.544	-4.340
18.000	8.000	0.292	-11.707
20.000	8.000	0.230	143.013
22.000	8.000	0.256	3.536
24.000	8.000	0.268	-4.036
26.000	8.000	0.276	8.909
28.000	8.000	0.314	59.092
30.000	8.000	0.314	46.910
32.000	8.000	0.313	53.622
34.000	8.000	0.335	46.078
15.000	10.000	0.175	-123.983
17.000	10.000	0.793	-25.513
19.000	10.000	0.556	12.950
21.000	10.000	0.335	-34.412
23.000	10.000	0.286	-15.495
25.000	10.000	0.309	-18.119
27.000	10.000	0.345	25.287
29.000	10.000	0.339	-24.065
31.000	10.000	0.360	27.194
18.000	12.000	0.468	132.393
20.000	12.000	1.032	18.075
22.000	12.000	0.593	-1.398
24.000	12.000	0.456	12.057
26.000	12.000	0.392	8.358
28.000	12.000	0.403	19.258
21.000	14.000	0.914	-5.826
23.000	14.000	1.145	-7.872
25.000	14.000	0.652	-9.037
2	
24	
0	-9.24999999968901
2	-9.25000000054182
4	-9.25000000091763
6	-9.29441754918096
8	-9.30067455920144
10	-9.31939596604302
12	-9.3660548014331
14	-9.41382827058691
16	-9.57769498473678
18	-9.56580479179074
20	-9.58373645076786
22	-9.54674911718542
24	-9.51920350177976
26	-9.36911781203082
28	-9.2500000003816
30	-9.35601320821428
32	-9.2500000034005
34	-9.24999999990965
36	-9.31424455813416
38	-9.19951688902093
40	-8.90122499599018
42	-8.70478473207209
44	-8.01328102133088
46	-7.33248656995031
1	
Global Coordinates present		
Number of coordinate points		
24		
Local	Longitude	Latitude
0	378984.997349766	4831439.4440616
2	378984.045519491	4831437.68507918
4	378983.093689217	4831435.92609677
6	378982.141858942	4831434.16711436
8	378981.190028667	4831432.40813195
10	378980.238198392	4831430.64914953
12	378979.286368118	4831428.89016712
14	378978.334537843	4831427.13118471
16	378977.382707568	4831425.3722023
18	378976.430877293	4831423.61321988
20	378975.479047019	4831421.85423747
22	378974.527216744	4831420.09525506
24	378973.575386469	4831418.33627265
26	378972.623556194	4831416.57729023
28	378971.67172592	4831414.81830782
30	378970.719895645	4831413.05932541
32	378969.76806537	4831411.30034299
34	378968.816235095	4831409.54136058
36	378967.864404821	4831407.78237817
38	378966.912574546	4831406.02339576
40	378965.960744271	4831404.26441334
42	378965.008913996	4831402.50543093
44	378964.057083722	4831400.74644852
46	378963.105253447	4831398.98746611
0		
1
0.2 50
-100 200
0
1
0
0
0
0		
0		
